"id","dateTime","current","voltage","resistance"
1,1578236676,0.7687284882248024,2.1948674738744653,2.0275492379532283
2,1578236677,0.27886653970364583,2.185737648058347,1.9265313675307043
3,1578236678,0.5820524851491717,2.7631843503293734,1.114250541079174
4,1578236679,-0.36125256180681564,3.4347145581691123,0.9797846768892808
5,1578236680,0.16330760310906833,2.4389266648713335,0.8705590649988837
6,1578236681,0.6063876677906335,1.896451107412239,1.7611004561067283
7,1578236682,1.4092425830136008,0.9576310734793461,0.8119921780936499
8,1578237344,0.7687284882248024,2.1948674738744653,2.0275492379532283
9,1578237345,0.27886653970364583,2.185737648058347,1.9265313675307043
10,1578237347,0.5820524851491717,2.7631843503293734,1.114250541079174
11,1578237348,-0.36125256180681564,3.4347145581691123,0.9797846768892808
12,1578237349,0.16330760310906833,2.4389266648713335,0.8705590649988837
13,1578237350,0.6063876677906335,1.896451107412239,1.7611004561067283
14,1578237351,1.4092425830136008,0.9576310734793461,0.8119921780936499
15,1578237352,1.492067528600594,1.8359293990363672,0.5744006534700747
16,1578237353,0.9252663228618208,1.6801625502018016,-0.3675177713801894
17,1578237354,0.36864965540789085,1.555937737502946,-0.3758932886164881
18,1578237355,-0.1651814440769639,1.0176708205849145,-0.9383312139411109
19,1578237356,-0.24597451260149672,0.5972340497658857,-1.895351803409293
20,1578237357,0.429181438723649,0.7101426950707526,-1.610763077544402
21,1578237358,-0.1990060294869156,1.6952295194228828,-0.8908700199538222
22,1578237359,-0.9572261098753028,1.3606198901431412,-0.44790120478728546
23,1578237360,-0.5348425704847435,2.2335010637420605,-0.603687204864455
24,1578237361,0.12522881606391056,2.5741121965702023,-0.9969501829986198
25,1578237362,0.30039002835102946,3.3390701982339177,-0.3045553461419943
26,1578237363,0.3109576695102303,3.517074714199021,-1.2355036858393111
27,1578237364,-0.20356238340363442,4.111883209307626,-1.4068756872377626
28,1578237365,-0.8575475802455326,4.209480732083932,-1.0007941631064996
29,1578237366,-0.5085759192408781,3.9588867730872126,-1.1228709030173734
30,1578237367,-0.49172294274091444,4.515772003087504,-1.080994067791083
31,1578237368,-0.7052127528124623,4.49515904401202,-2.0218441398572686
32,1578237369,-1.6182381720994075,4.9019232212196915,-1.0554687052379208
33,1578237370,-1.4318707113392923,4.68912259397552,-1.7147703115265582
34,1578237371,-1.4273935944723262,5.653275869052588,-1.173724031864957
35,1578237372,-1.3481586975727686,6.373855426893687,-1.709371775738928
36,1578237373,-1.3206153711974946,7.278790203430226,-1.5537821601365218
37,1578237374,-1.402351907376158,6.8173491583130685,-1.457789541204024
38,1578237375,-0.48811934445570415,5.828767417213855,-0.8904790759732444
